((9, 1, 1e-11, 0, True), 0.04781593774440096)
((9, 1, 1e-05, 0, True), 0.047815937205999366)
((8, 1, 0.1, 0, True), 0.0479122637468623)
((9, 1, 1e-06, 0, True), 0.047815937690559356)
((9, 1, 0.0001, 0, True), 0.04781593236062768)
((8, 1, 0.001, 0, True), 0.047927521502302964)
((8, 1, 1e-14, 0, True), 0.047927685935777106)
((9, 1, 1e-08, 0, True), 0.0478159377438649)
((8, 1, 1e-12, 0, True), 0.04792768593577616)
((9, 1, 1e-09, 0, True), 0.04781593774434796)
((9, 1, 1e-15, 0, True), 0.04781593774440339)
((8, 1, 1e-13, 0, True), 0.047927685935777106)
((8, 1, 1e-08, 0, True), 0.047927685934132026)
((8, 1, 1e-07, 0, True), 0.04792768591932045)
((8, 1, 1e-06, 0, True), 0.047927685771223597)
((8, 1, 0.0001, 0, True), 0.04792766948170675)
((8, 1, 0.01, 0, True), 0.047926052151465066)
((9, 1, 0.01, 0, True), 0.04781540209187549)
((9, 1, 0.1, 0, True), 0.04781075773349548)
((9, 1, 1e-12, 0, True), 0.04781593774440286)
((9, 1, 0.001, 0, True), 0.04781588393221886)
--------------------------------------------------------------------------------
Cross validation total time taken: 0.2406473159790039 seconds.
